Name,Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
TECHM,20-11-2018,732.5,732.5,704.05,711.6,709.7,2667937,18923.27
TECHM,19-11-2018,730,734.75,724.25,730.65,732.55,2212804,16166.97
TECHM,16-11-2018,714.7,732.3,711,727.95,728,2874046,20788.2
TECHM,15-11-2018,702,721.9,697.35,713.05,714.9,4485617,32084.99
TECHM,14-11-2018,725,727.9,692.1,702,700.25,3367710,23748.57
TECHM,13-11-2018,719.95,739.35,718,725,728.05,4401141,32100.98
TECHM,12-11-2018,707.2,731.35,693.1,723.95,724.55,4696550,34091.01
TECHM,09-11-2018,704,711,696.2,708.7,707.2,2573761,18107.77
TECHM,07-11-2018,699,699,693,697.9,697.25,111376,776.38
TECHM,06-11-2018,696.35,704.5,691.6,693,694.55,1752227,12233.32
TECHM,05-11-2018,692,708.7,690.1,696.05,696.35,2782174,19461.24
TECHM,02-11-2018,721.6,727.85,687.5,692.05,690.9,4445407,31393.74
TECHM,01-11-2018,747,747,714.1,720,720.7,3999401,28910.89
TECHM,31-10-2018,695,748.8,672.45,743.95,743.9,13010741,93603.11
TECHM,30-10-2018,658,692.45,657.9,685,685.1,3825436,26050.36
TECHM,29-10-2018,663,669.05,644,667.3,664.25,1942428,12818.15
TECHM,26-10-2018,655.95,656.9,640.4,653.35,653.3,1397821,9100.96
TECHM,25-10-2018,660.75,666.15,649.05,649.8,651.4,2142283,14088.05
TECHM,24-10-2018,668,675,646,665.5,667.4,3180852,20943.3
TECHM,23-10-2018,676,683.9,666,668.55,668.25,1656193,11176.55
TECHM,22-10-2018,688,690,664.65,679,676.55,3293136,22254.3
TECHM,19-10-2018,710,711.55,688.4,692.3,690.8,2049802,14300
TECHM,17-10-2018,721,735,717.6,718.25,720.5,3320857,24069.21
TECHM,16-10-2018,695,727.6,694.55,715,718.7,2889306,20535.74
TECHM,15-10-2018,693.5,709.4,681.45,693,694.55,4146878,28762.15
TECHM,12-10-2018,692.05,702.55,688,693.85,693.8,2727205,18955.86
TECHM,11-10-2018,680,702.05,677.65,695.5,695.45,3611423,24946.56
TECHM,10-10-2018,692.1,714,691.05,699,699.3,3409416,23927.53
TECHM,09-10-2018,695,705,690.7,697.6,696.1,2729413,19042.07
TECHM,08-10-2018,714.5,719.4,683.65,690,694.9,2643927,18513.71
TECHM,05-10-2018,718,723.9,695.5,715,714.5,4769105,33986.35
TECHM,04-10-2018,742.55,742.9,713,720.75,719.85,6561009,47427.48
TECHM,03-10-2018,764,780.8,744.4,750.2,750.15,5236214,39931.47
TECHM,01-10-2018,749,763.5,741.7,761.5,759.55,2233369,16858.35
TECHM,28-09-2018,738,756,725,747,745.5,2971384,22048.04
TECHM,27-09-2018,748.85,758.95,737.2,748.25,746.05,3479414,26023.36
TECHM,26-09-2018,758.55,768.15,739.05,747.9,748.85,3224771,24316.51
TECHM,25-09-2018,751.45,772.7,745.1,759,758.75,2812964,21423.47
TECHM,24-09-2018,740,764,737.55,748.6,751.45,2811682,21265.95
TECHM,21-09-2018,765,769.35,693,748.6,738.05,4434535,33082.29
TECHM,19-09-2018,757,772,751.2,769.95,769.95,2025718,15461.53
TECHM,18-09-2018,769.85,769.85,750,761,754.7,2206998,16685.96
TECHM,17-09-2018,759.5,772.75,755,767.6,767.55,2233000,17126.02
TECHM,14-09-2018,739.9,761.8,721.55,759,760.45,3591403,26778.72
TECHM,12-09-2018,750,751.9,728.6,741.1,739.8,3934021,29203.19
TECHM,11-09-2018,772,773.8,738.45,746,747.2,3817364,28766.82
TECHM,10-09-2018,774,776.6,758.65,767,766.25,2820247,21600.55
TECHM,07-09-2018,775,775,764.2,771.05,772.2,2059329,15864.62
TECHM,06-09-2018,767,780,756.25,773.85,775.05,3982477,30522.17
TECHM,05-09-2018,764.9,779.35,757.25,767.95,766.15,6093648,46840.93
TECHM,04-09-2018,751.2,766.9,747.4,766,763.9,4488658,34161.4
TECHM,03-09-2018,768,776.5,741.5,748.2,745.65,3610990,27542.89
TECHM,31-08-2018,734,768.75,731.25,766,765.8,7276056,54807.18
TECHM,30-08-2018,734.45,737,720.25,734,731.9,4304298,31348.4
TECHM,29-08-2018,738,741.25,722.45,734.55,734.45,3627848,26575.91
TECHM,28-08-2018,740.9,748.9,734.25,736.1,736.1,3782709,28044.74
TECHM,27-08-2018,720,742,720,741.65,737.95,2968641,21747.23
TECHM,24-08-2018,729.5,737,712.6,717.7,718.55,3625878,26293.11
TECHM,23-08-2018,710,738,709,728.9,726.65,11534012,83335.47
TECHM,21-08-2018,695,717.1,694.4,708.5,709.4,7918861,56180.85
TECHM,20-08-2018,685,697.5,678.25,686.15,687.95,3577624,24647.18
TECHM,17-08-2018,666,690,659.4,688.4,687.7,3955484,26774.82
TECHM,16-08-2018,675,680.7,664.25,669,668.65,3624795,24343.65
TECHM,14-08-2018,663,677.5,660.5,671,672.8,5529769,37129.27
TECHM,13-08-2018,649,667.7,647,663,659.95,5306724,35083.31
TECHM,10-08-2018,648.85,649.8,634.1,643.95,645.95,3135726,20084.61
TECHM,09-08-2018,655,658.5,643.9,647,646.2,2146227,13916.72
TECHM,08-08-2018,660,666.9,650.5,653.95,653.9,2074919,13633.97
TECHM,07-08-2018,670,674.75,652,659.8,658.75,2689721,17856.33
TECHM,06-08-2018,662.75,672.95,662.75,666.1,667.1,2226904,14882.52
TECHM,03-08-2018,672,674.95,654.75,659.55,662.75,2862463,18909.83
TECHM,02-08-2018,678.8,683.35,666.5,669,669,1958340,13164.39
TECHM,01-08-2018,684.4,687.5,672.6,679,681.1,2887901,19636.14
TECHM,31-07-2018,661,684.9,661,680,680.75,9680690,65675.74
TECHM,30-07-2018,648,658.75,646.3,658,655.45,3393232,22114.12
TECHM,27-07-2018,632.9,649.65,623.65,645.8,645.1,3040306,19263.23
TECHM,26-07-2018,624,634.6,612.4,633.6,632.05,3542338,22178.86
TECHM,25-07-2018,644,646.15,627.2,629.05,631.35,2269581,14472.6
TECHM,24-07-2018,653.65,654.9,639.1,640.65,641.5,3855335,24797.44
TECHM,23-07-2018,658,660.95,639.5,651,648.55,3696991,23903.61
TECHM,20-07-2018,644.1,661.75,643.5,658,659.45,2868824,18830.39
TECHM,19-07-2018,646.3,654.95,640,643.1,642.2,1610766,10388.59
TECHM,18-07-2018,650,654.9,640,645.75,646.3,2568607,16635.82
TECHM,17-07-2018,654,664.9,644.55,650,646.8,2658597,17384.12
TECHM,16-07-2018,643.95,661.55,638.2,657.6,657.3,2856991,18639.4
TECHM,13-07-2018,647,655,635.5,640,641.05,3194276,20665.85
TECHM,12-07-2018,659.3,664,645,648.1,647.7,3416881,22314.2
TECHM,11-07-2018,655,669.8,651.05,654.4,654.4,5529491,36575.85
TECHM,10-07-2018,649,661,645.3,650.6,650.75,3496172,22825.56
TECHM,09-07-2018,640,648.35,637,645.65,643.85,1990065,12795.18
TECHM,06-07-2018,649.7,651.05,633,634.95,634.9,5193752,33201.74
TECHM,05-07-2018,662,663.05,645,646.3,646.65,2864186,18640.79
TECHM,04-07-2018,665.35,665.4,652,654.5,654.5,2070241,13574.16
TECHM,03-07-2018,659.95,666.2,654.3,660,660.85,3506534,23183.27
TECHM,02-07-2018,657.95,669.5,640,654.7,657.2,4422723,29043.74
TECHM,29-06-2018,673.9,675.8,634.15,653.25,655.45,10890801,70977.93
TECHM,28-06-2018,716.05,721.75,659.25,663.7,664.25,8192199,55945.04
TECHM,27-06-2018,692,716.9,690,716.2,714.25,5570107,39470.98
TECHM,26-06-2018,695,699.9,682.15,689.7,687.85,1687463,11642.45
TECHM,25-06-2018,692.95,699.9,691,694.9,696.15,1850829,12874.79
TECHM,22-06-2018,686,692.8,679.5,690.2,691.15,1604665,11022.39
TECHM,21-06-2018,694.7,702.75,682.2,684.2,685.3,2599578,18043.09
TECHM,20-06-2018,699.9,700.5,688.3,692,690.55,2117024,14640.12
TECHM,19-06-2018,708.95,712,694.5,695.15,695.75,2008178,14089.83
TECHM,18-06-2018,711,714.15,701.35,709.1,710.55,1693522,12005.89
TECHM,15-06-2018,702.5,712,695.2,709.5,707.25,3273882,23071.69
TECHM,14-06-2018,711,717.9,690,698.4,698.8,4483300,31397.22
TECHM,13-06-2018,715,715.1,706.4,714.2,713.8,2429450,17298.45
TECHM,12-06-2018,715.1,718.65,706.3,710,709.1,2200939,15647.79
TECHM,11-06-2018,709,721.9,705.5,714.25,714.2,4023019,28763.55
TECHM,08-06-2018,705,721.3,703.5,706,706.95,4572713,32541.79
TECHM,07-06-2018,694.5,703.9,683,702.5,701.85,3166739,21953.94
TECHM,06-06-2018,705,706.5,684.3,695,691.75,2793493,19287.59
TECHM,05-06-2018,703,714.8,697.35,703,701.25,3710175,26177.65
TECHM,04-06-2018,698,717,695.4,697.9,698.3,2864750,20192.06
TECHM,01-06-2018,712,721.5,698.2,703,701.15,4585884,32657.62
TECHM,31-05-2018,686,717.8,682.45,709,712.35,7789699,55138.44
TECHM,30-05-2018,678,691.25,678,685.05,687.25,3744400,25655.37
TECHM,29-05-2018,676.05,686.5,673.25,676.3,677.85,2684315,18262.83
TECHM,28-05-2018,713.95,713.95,662.35,676,675.25,8983562,60835.34
TECHM,25-05-2018,714.95,718.7,696,705.05,702.75,3547180,25199.86
TECHM,24-05-2018,700.95,715.9,695.85,713.2,711.35,5914361,41876.74
TECHM,23-05-2018,687,707.3,683.25,701,697.45,3516538,24580.91
TECHM,22-05-2018,683.6,690.5,675,686.45,686.4,1797801,12278.1
TECHM,21-05-2018,692,695.9,678.25,687.8,685.35,2342450,16080.59
TECHM,18-05-2018,679.8,697.5,671.25,695.9,692.95,4304706,29681.72
TECHM,17-05-2018,679,681,666.3,673.55,675.8,2022339,13606.74
TECHM,16-05-2018,671,678.7,669,674.45,672.7,1690858,11390.8
TECHM,15-05-2018,664.6,680,663.3,669.15,670.65,2427422,16361.77
TECHM,14-05-2018,661.6,670,658.25,664.6,667.25,1436196,9550.84
TECHM,11-05-2018,663,671.75,654.2,665.3,666.45,2880596,19078.77
TECHM,10-05-2018,656.65,671.9,656.65,662.8,663.6,3927593,26075.29
TECHM,09-05-2018,653,665.75,648.3,656.15,654.1,2193797,14428.17
TECHM,08-05-2018,663,666.4,651.05,652.1,653.35,1771130,11648.36
TECHM,07-05-2018,671.75,675.5,654.2,657.1,657.4,2770174,18367.36
TECHM,04-05-2018,652.95,665.6,636.45,663,662.65,3162498,20737.12
TECHM,03-05-2018,662.55,667,645.9,649.95,652.95,2284475,14936.84
TECHM,02-05-2018,674,674,655.5,661.5,662.55,1745715,11552.95
TECHM,30-04-2018,675,684.15,668.1,669.25,670.6,2639069,17770.44
TECHM,27-04-2018,695.05,695.85,668.45,670.1,670.5,3756249,25312.45
TECHM,26-04-2018,681,697,680.65,693.55,691.1,2852323,19666.84
TECHM,25-04-2018,685.9,699.95,677,686.45,686.4,4560558,31436.59
TECHM,24-04-2018,695,699.75,680,680.3,682.7,2728320,18769.57
TECHM,23-04-2018,694.55,729.5,690.6,700,702,6998046,49888.53
TECHM,20-04-2018,667,706,667,696.1,700.5,5490181,37916.29
TECHM,19-04-2018,662.95,669.25,655.95,665,665.2,2662071,17676.94
TECHM,18-04-2018,668.95,674,654.2,658,656.8,1676060,11064.61
TECHM,17-04-2018,671,672.5,661.65,665,668.3,1576573,10515.65
TECHM,16-04-2018,658.1,682.8,657.5,667,668.7,3931095,26438.07
TECHM,13-04-2018,652.55,673.85,641.1,671,671.55,5653116,37448.68
TECHM,12-04-2018,636.4,655,634.05,652.55,652.8,3614281,23416.12
TECHM,11-04-2018,626.05,636.8,620.65,636,633.35,2139871,13439.64
TECHM,10-04-2018,620.9,629.5,611.5,625.7,626.45,2085181,12980.81
TECHM,09-04-2018,621,622.5,613.25,615.4,614.85,1427650,8807.65
TECHM,06-04-2018,616,622,613.8,618.1,618.2,1160620,7175.62
TECHM,05-04-2018,616.2,620.75,604.55,616,617.35,2809480,17236.8
TECHM,04-04-2018,618,622,603.25,607,606.3,2670676,16337.44
TECHM,03-04-2018,636.5,638,613.5,615.95,615.95,3851192,23891.83
TECHM,02-04-2018,638.7,646.5,634.1,641.3,640.3,2095519,13399.29
TECHM,28-03-2018,621.2,641,616.65,637.1,638.7,5534298,35142.34
TECHM,27-03-2018,625,629.6,619,622.2,621.65,1135697,7068.76
TECHM,26-03-2018,623,628.6,617,622.5,620.4,1552991,9651.16
TECHM,23-03-2018,607.5,625,604.75,622.1,623.35,3153066,19560.43
TECHM,22-03-2018,627,631,616.5,621,619.05,1785067,11119.94
TECHM,21-03-2018,635,636.85,621.25,625.95,625.85,2428150,15240.19
TECHM,20-03-2018,605,635.3,603.1,634,633.4,3320421,20757.82
TECHM,19-03-2018,634.85,637.4,608,609.7,609.9,1731324,10696.53
TECHM,16-03-2018,634.7,639,627,634.85,634.7,3741772,23715.28
TECHM,15-03-2018,641.7,651.95,627.05,630.8,631.85,5855371,37640.42
TECHM,14-03-2018,617.5,640.75,617.5,640,639.1,3825750,24196.51
TECHM,13-03-2018,620,624.95,613.6,618.85,619.15,2306960,14298.21
TECHM,12-03-2018,621.15,636.4,616.7,618.8,619.55,4336200,27139.12
TECHM,09-03-2018,609.7,623.1,606.5,621.15,619.2,2095483,12917.67
TECHM,08-03-2018,615,616.75,603,603.7,607.2,1858046,11349.94
TECHM,07-03-2018,619.8,626.45,606.55,608,609.05,1787149,11033.86
TECHM,06-03-2018,631.9,633.9,615,617,617.25,2424505,15151.77
TECHM,05-03-2018,608.5,634.9,606.55,633.9,630.85,4765322,29608.25
TECHM,01-03-2018,612.05,615.9,605.55,610.65,611.9,2226114,13609.55
TECHM,28-02-2018,610.2,615,603.85,612.95,612.65,2113430,12933.13
TECHM,27-02-2018,618,618.3,602.45,612,610.55,1905663,11605.49
TECHM,26-02-2018,622,627.45,611.05,611.45,612.45,2923731,18021.1
TECHM,23-02-2018,607,624.95,605,624,621.45,3490526,21465.88
TECHM,22-02-2018,592,606.45,592,604,602.6,4421727,26598.87
TECHM,21-02-2018,581.05,598,566.55,594.5,595.2,5590807,33028.35
TECHM,20-02-2018,575,582.2,569,572.05,574.2,2273116,13093.38
TECHM,19-02-2018,588.75,588.75,563.65,574,572.45,3170119,18159.99
TECHM,16-02-2018,610,613.7,581.2,585.9,584.35,2887255,17212.04
TECHM,15-02-2018,615,618.6,604,606.35,605.65,1676641,10252.73
TECHM,14-02-2018,588.5,614.6,588.5,608.5,611.5,5004415,30215.52
TECHM,12-02-2018,598,604.9,586.15,588.45,590.35,2343988,13948.98
TECHM,09-02-2018,601,603,589.4,594.75,595.25,3481551,20713.45
TECHM,08-02-2018,610,622,594.95,606.05,608.25,2894969,17703.03
TECHM,07-02-2018,611.8,617.3,596.95,600.5,603.1,3653165,22191.75
TECHM,06-02-2018,601,621.2,601,607.55,606.7,3104038,18940.82
TECHM,05-02-2018,609.9,631.2,609.4,627.9,629.05,3500770,21870.97
TECHM,02-02-2018,604.3,622.5,599.05,617.1,619.45,3994302,24581.13
TECHM,01-02-2018,612.55,619.5,607.05,609.6,611.05,2479739,15199.42
TECHM,31-01-2018,602.8,626.2,597,611,612.65,7244068,44458.07
TECHM,30-01-2018,600,611.25,593.2,602.3,602.95,6290644,37970.26
TECHM,29-01-2018,599.05,608.7,595.45,606,604.8,3352495,20158.68
TECHM,25-01-2018,604.5,613.45,588.1,598.5,598.45,5104213,30644.27
TECHM,24-01-2018,584.15,612.45,584.15,603.25,603.15,6672393,40230.65
TECHM,23-01-2018,569.15,590.7,564.2,587,588.25,4103152,23805.49
TECHM,22-01-2018,550,572.4,549.7,568.8,569.5,4127554,23283.86
TECHM,19-01-2018,553,558.5,547.05,550.8,552.9,1951962,10788.54
TECHM,18-01-2018,560,560,550.25,551.5,552.65,2158972,11947.48
TECHM,17-01-2018,559.95,564.55,553.15,554,554.9,1636201,9132.02
TECHM,16-01-2018,548,563,547.3,556.95,557.65,4791310,26785.12
TECHM,15-01-2018,550.95,554.9,542.35,545.15,543.75,1959669,10786.36
TECHM,12-01-2018,550,554.5,548,550.05,550.75,2790912,15404.83
TECHM,11-01-2018,544,555.85,542.7,549.65,551.7,3485390,19187.09
TECHM,10-01-2018,535,544,533.8,542.6,542.1,2748547,14847.83
TECHM,09-01-2018,540,540,529,535.5,533.85,1855191,9903.98
TECHM,08-01-2018,520.7,542.85,520.7,533.9,536.3,2795379,14995.71
TECHM,05-01-2018,521,527,514.85,524.95,525.45,1756809,9167.08
TECHM,04-01-2018,519.5,525,514,521.65,522.55,1460097,7570.08
TECHM,03-01-2018,516.1,525,515.7,517.55,519.45,2288877,11935.69
TECHM,02-01-2018,503.5,515,503.5,513.6,513.95,2204383,11280.02
TECHM,01-01-2018,501.1,508.7,500.05,503.55,503.1,1115837,5620.53
TECHM,29-12-2017,499.8,505,495.65,503.9,504.05,1412805,7086.61
TECHM,28-12-2017,503.25,508,494.65,497.35,497.05,1943344,9741.95
TECHM,27-12-2017,494.5,505.4,491.25,501.45,503,2160870,10820.09
TECHM,26-12-2017,494,497.9,489.6,492,493.4,1095301,5400.12
TECHM,22-12-2017,490,497.25,488.55,493.5,493.45,1210792,5975.11
TECHM,21-12-2017,497.4,498.45,485.3,487.8,490.65,1483945,7327.04
TECHM,20-12-2017,496,496,489.35,493,492.95,1690391,8335.58
TECHM,19-12-2017,496.45,500,494,495.45,495.35,2168308,10761.62
TECHM,18-12-2017,497,498.5,489,493.95,494,2175527,10750.86
TECHM,15-12-2017,515,518,495,496.25,500.75,7010768,35619.57
TECHM,14-12-2017,503,518.15,503,514,514.25,4105304,21072.19
TECHM,13-12-2017,499.1,507.8,498.25,503,503.6,2052503,10355.02
TECHM,12-12-2017,502,506.6,498.05,499.7,501.2,4481699,22497.66
TECHM,11-12-2017,496,504.9,493.7,500.1,500.65,3215999,16081.69
TECHM,08-12-2017,497,499.55,492.7,496.2,496.1,2534022,12575.89
TECHM,07-12-2017,472.3,499.5,471.15,496.5,497.3,7475829,36709.84
TECHM,06-12-2017,466.65,474.7,464.1,472.3,472.25,1952199,9186.7
TECHM,05-12-2017,474.8,475.25,462.65,464.25,465.4,2977968,13862.3
TECHM,04-12-2017,472.5,487,465.95,474.95,472.8,2507080,11964.15
TECHM,01-12-2017,490,491.8,469.1,469.55,472.9,1962459,9423.72
TECHM,30-11-2017,492.35,495.5,487.2,490.6,489.25,2729850,13377.39
TECHM,29-11-2017,497.1,500.1,492.8,494.65,496.55,1438175,7148.3
TECHM,28-11-2017,499.2,502.8,493.4,498,499.7,2334856,11671.56
TECHM,27-11-2017,493,500,491.1,498.05,498.75,1469508,7289.77
TECHM,24-11-2017,490,499,490,495,494.1,1701291,8431.45
TECHM,23-11-2017,482.6,493,482.6,489,489.6,1200242,5873.23
TECHM,22-11-2017,494,496.2,479.7,482.6,482.6,1932859,9350.73
TECHM,21-11-2017,478,497.75,478,495,493.85,2242785,10967.92
TECHM,20-11-2017,485.95,487.5,475.5,478,476.8,1527038,7297.24
TECHM,17-11-2017,500,501,482.5,484,484.55,2140643,10461.93
TECHM,16-11-2017,499,502,488.2,501,499.9,1376234,6822.6
TECHM,15-11-2017,486,499.45,485,496,496.55,1718584,8515.31
TECHM,14-11-2017,491,495,481.4,486.8,487.9,1426995,6948.99
TECHM,13-11-2017,487,502,486.8,490.3,490.1,2140262,10612.89
TECHM,10-11-2017,496,497.75,483.85,492.8,491,1871915,9192.29
TECHM,09-11-2017,492,496,486.85,488,490.25,1803442,8870.61
TECHM,08-11-2017,474.85,492.15,474.1,490,489.9,3566147,17338.04
TECHM,07-11-2017,462,478.45,461.05,472,470.5,4208801,19840.4
TECHM,06-11-2017,462,466.5,458.1,461.5,460.45,1701924,7856.46
TECHM,03-11-2017,469,473.75,461.1,462,463.45,1278344,5988.36
TECHM,02-11-2017,481.5,481.95,460.9,467.5,467.95,5545465,26035.08
TECHM,01-11-2017,484.95,498,472.45,476.2,488.5,3983511,19420.65
TECHM,31-10-2017,486,486.6,476.2,483,482.05,1509095,7262.66
TECHM,30-10-2017,474.05,488.5,474.05,484.35,485.55,3746798,18118.28
TECHM,27-10-2017,480,480,472,476.25,476.4,1292782,6159.73
TECHM,26-10-2017,469,479.9,462,476.25,477.25,2859405,13610.64
TECHM,25-10-2017,455,474.1,454,468,468.1,1583314,7392.7
TECHM,24-10-2017,463.4,463.8,453.1,457.15,454.8,850860,3892.56
TECHM,23-10-2017,457,465,453.7,463,463.1,1319264,6082.3
TECHM,19-10-2017,456.1,460,456.1,459.7,458.35,128310,588.16
TECHM,18-10-2017,472.35,472.4,457.65,457.7,458.45,1414945,6531.86
TECHM,17-10-2017,471.05,475.2,468.95,472.35,473,787447,3716.14
TECHM,16-10-2017,474.85,476.7,470.75,475,473.8,1101381,5219.83
TECHM,13-10-2017,474.4,479.9,472.95,474.85,476.1,2187256,10440.06
TECHM,12-10-2017,465.5,475,465.5,474.95,474.2,1762764,8326.76
TECHM,11-10-2017,464,469.9,461.6,466.3,467.25,1624889,7568.81
TECHM,10-10-2017,463,467.8,461.4,465.75,466.3,1559112,7240.51
TECHM,09-10-2017,454,464,454,463.7,463.3,997113,4600.43
TECHM,06-10-2017,454.4,458.1,447,458.1,456.85,1130586,5118.2
TECHM,05-10-2017,464.5,464.7,448.55,450,450.95,1237068,5627.59
TECHM,04-10-2017,465.05,468.5,463.35,465.25,465.05,1673214,7793.05
TECHM,03-10-2017,456.8,466.8,456,461.1,463.3,1901932,8804.06
TECHM,29-09-2017,454,459.35,449.55,457.6,457.85,1412345,6422.3
TECHM,28-09-2017,450,458.35,447.35,449,454.45,3555144,16116.73
TECHM,27-09-2017,449,458,443.7,450,449.95,1908788,8620.77
TECHM,26-09-2017,452,454.15,441.5,446.45,447.35,886702,3954.47
TECHM,25-09-2017,455.25,462.45,449.15,451,451.95,2490162,11279.61
TECHM,22-09-2017,457.5,464.25,453,457.6,458.4,2254484,10333.71
TECHM,21-09-2017,449,461.7,448.7,460.2,460.25,2189490,9970.43
TECHM,20-09-2017,450,450,445,448.3,448.9,755469,3380.92
TECHM,19-09-2017,445.9,449,442.5,448.95,447.75,1001757,4468.93
TECHM,18-09-2017,444,451.35,443.3,446.45,445.1,1034355,4630.49
TECHM,15-09-2017,437.35,447.9,437.35,443.95,444.3,1959478,8708.72
TECHM,14-09-2017,441,443,436.1,442.5,441.4,1048243,4615.3
TECHM,13-09-2017,441.15,453.7,437.3,440.65,440.8,2339372,10424.36
TECHM,12-09-2017,443,443.95,434,442.15,441.4,1357481,5946.28
TECHM,11-09-2017,435,442.5,433.8,442,441.5,2373479,10436.81
TECHM,08-09-2017,426.05,431.7,426.05,431,430.8,1434311,6164.24
TECHM,07-09-2017,426.5,429.9,423.15,425.6,426.05,983408,4192.55
TECHM,06-09-2017,425.1,427.2,421,424.6,424.6,1553072,6593.44
TECHM,05-09-2017,418.7,430.6,418.05,427,427.85,3651996,15582.26
TECHM,04-09-2017,425,428.7,410.55,416.8,416.1,3250373,13538.65
TECHM,01-09-2017,429,430.25,422.6,424,423.4,1242275,5285.11
TECHM,31-08-2017,428.25,432.5,426.2,427.4,428.15,3782413,16216.43
TECHM,30-08-2017,434,436,425.05,425.8,425.75,2380800,10177.86
TECHM,29-08-2017,429.95,433.95,423,433,431.75,3282938,14022.5
TECHM,28-08-2017,427.15,436,426.45,427.8,427.75,1888194,8130.27
TECHM,24-08-2017,432,438,425.6,427.15,427.7,2607190,11286.89
TECHM,23-08-2017,440,444.25,427.5,431.7,430.2,1576891,6823.6
TECHM,22-08-2017,434,442.75,432.2,438.5,439.35,4623000,20298.38
TECHM,21-08-2017,429,437,429,431.5,431.1,2657468,11504.42
TECHM,18-08-2017,420.7,436.4,420.7,428.65,428.85,3610728,15529.78
TECHM,17-08-2017,425.2,430.05,421.55,423.7,424.4,3175256,13531.87
TECHM,16-08-2017,402.2,425.9,400,420,419.95,5407314,22599.12
TECHM,14-08-2017,404,408,400,402,402.2,1213339,4885.25
TECHM,11-08-2017,405.5,412.75,401,401.05,402.8,2782291,11308.29
TECHM,10-08-2017,393,413.7,393,405.25,404,4990849,20319.74
TECHM,09-08-2017,400,400.35,392.8,392.8,393.85,1135609,4481.64
TECHM,08-08-2017,407,409.45,396.65,398.85,398.25,2108254,8436.4
TECHM,07-08-2017,408.3,414.9,404.2,405.9,406.35,1312508,5364.82
TECHM,04-08-2017,407.6,411.45,406.3,408.9,409,1957230,8011.68
TECHM,03-08-2017,404,408.5,401.05,407.5,407.15,4650231,18865.82
TECHM,02-08-2017,402.6,406.4,396.5,402.8,402.05,4071990,16361
TECHM,01-08-2017,405,413.9,400.05,401.65,402.45,12617014,51219.8
TECHM,31-07-2017,381.2,386.55,379.3,385,385.85,1535812,5902.51
TECHM,28-07-2017,379.25,383.45,374.25,380,381.3,1712222,6488.22
TECHM,27-07-2017,385,387.05,375.75,377.05,377.25,2627365,10035.82
TECHM,26-07-2017,392.1,393.8,386.65,390.6,389.35,1409292,5487.22
TECHM,25-07-2017,399,400.5,390.05,391.15,391.1,1358932,5347.13
TECHM,24-07-2017,395,399.95,394.95,398.25,399.05,906007,3604.05
TECHM,21-07-2017,393.5,398,392.85,394.85,394.7,964314,3811.07
TECHM,20-07-2017,398.7,400.95,390,391.45,391.5,1411026,5583.73
TECHM,19-07-2017,392,398,390.7,398,396.75,1590684,6281.17
