Name,Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
WIPRO,24-10-2018,309.2,311.65,300,307.1,308.8,4679957,14285.33
WIPRO,23-10-2018,318.9,320.25,305.1,308.35,309.1,3816253,11818.82
WIPRO,22-10-2018,324.6,327.25,320,321,322.2,1815802,5869.58
WIPRO,19-10-2018,323.35,326.1,317.5,324.4,323.15,2644369,8519.73
WIPRO,17-10-2018,322.7,329.1,316.5,324.4,323.15,4740737,15384.26
WIPRO,16-10-2018,320,320.7,316.1,320.25,319.05,3120343,9946.19
WIPRO,15-10-2018,317.35,322.05,314.15,320,319.95,3128553,9990.64
WIPRO,12-10-2018,316.15,319.95,309.5,316.3,316.3,3360276,10544.79
WIPRO,11-10-2018,308,315.45,304.85,313.5,313.05,2676772,8331.45
WIPRO,10-10-2018,320.4,320.75,310.15,316.9,315.95,3661605,11516.13
WIPRO,09-10-2018,317,322.8,311.7,321,321.65,3724535,11894.96
WIPRO,08-10-2018,321.4,323.4,312.7,317.5,317.5,3549522,11256.07
WIPRO,05-10-2018,324.8,327.95,321.2,322.1,325.3,3351631,10898.77
WIPRO,04-10-2018,325.1,330.4,321.6,325.45,325.65,4611187,15076.91
WIPRO,03-10-2018,329.35,330,322.5,328,327.5,3581472,11692.76
WIPRO,01-10-2018,324,332.45,323,330.7,330.15,4079726,13431.35
WIPRO,28-09-2018,319,326.65,315.4,322.9,324,6912444,22364.01
WIPRO,27-09-2018,321.9,323.65,316.7,318.75,318.95,17997289,57501.56
WIPRO,26-09-2018,328.2,328.95,316.4,319.85,319.25,7864825,25270.53
WIPRO,25-09-2018,333,334.9,326.25,327.5,328.3,3389131,11220.38
WIPRO,24-09-2018,330.25,338,330.25,332,332.7,3740868,12529.34
WIPRO,21-09-2018,331.9,337.9,328,336.5,335.2,6637721,22168.39
WIPRO,19-09-2018,333.4,333.55,327.05,331.2,332.7,2924075,9682.68
WIPRO,18-09-2018,329.4,333.55,325,332.35,332.55,2718255,8977.04
WIPRO,17-09-2018,332.25,336,328.1,330,329.9,4632353,15423.41
WIPRO,14-09-2018,328.75,333,324.2,333,330.2,4276779,14020.49
WIPRO,12-09-2018,325.05,330.5,325.05,328.2,328.75,6264065,20555.52
WIPRO,11-09-2018,326.95,328,323.15,324,323.95,4766569,15486.59
WIPRO,10-09-2018,324.4,328,323.2,325,325,6362612,20731.27
WIPRO,07-09-2018,321.9,328.25,319.1,323.3,324.7,8602776,28014.12
WIPRO,06-09-2018,320,322.5,318,320.25,321.2,10096625,32329.39
WIPRO,05-09-2018,314.55,320,314.5,319.8,318.85,11576807,36763.65
WIPRO,04-09-2018,310.45,315,309.3,314.75,313.35,8185732,25572.26
WIPRO,03-09-2018,327,327,306.3,309.15,308.35,25734670,81223.95
WIPRO,31-08-2018,300,306.5,299.5,300.6,301.25,6782746,20581.24
WIPRO,30-08-2018,297.5,300,294,298.75,298.95,3400412,10132.69
WIPRO,29-08-2018,296.55,297.55,293.1,296.6,296.75,1607049,4747.38
WIPRO,28-08-2018,296.75,298,294.1,295.6,295.6,1519200,4489.64
WIPRO,27-08-2018,292,297.3,291.05,295.8,295.85,2554272,7513.05
WIPRO,24-08-2018,288.7,294.85,286.9,291.1,292.15,4225138,12347.15
WIPRO,23-08-2018,290,293.1,288.4,289,289.75,2729236,7936.17
WIPRO,21-08-2018,284.85,294.5,284,289,288.95,6071109,17663.58
WIPRO,20-08-2018,280.8,286.4,280,284.25,285.05,1609461,4574.35
WIPRO,17-08-2018,279.4,281,277.45,280.95,280.05,2728968,7629.46
WIPRO,16-08-2018,285,285,278.05,279.5,279.45,2255730,6324.61
WIPRO,14-08-2018,285,287,281,285.75,285.05,1965719,5599.34
WIPRO,13-08-2018,278,284.45,277.5,281.95,281.85,2430428,6840.84
WIPRO,10-08-2018,279.9,279.9,276.5,278.4,278.85,1349318,3757.14
WIPRO,09-08-2018,278.1,280.35,275.55,278.5,278.7,2395696,6664.55
WIPRO,08-08-2018,279.45,279.45,274.4,277.95,278.5,1432933,3960.7
WIPRO,07-08-2018,275.6,279.5,275.6,277.5,277.45,1722163,4781.13
WIPRO,06-08-2018,279,279.7,275.25,276.2,277.05,1702524,4718.35
WIPRO,03-08-2018,280.45,280.45,277.1,278,278,1636066,4555.5
WIPRO,02-08-2018,277,280.8,274.6,278.9,279.1,3003757,8370.62
WIPRO,01-08-2018,276,278.5,273.7,277.6,277.35,1582340,4368.21
WIPRO,31-07-2018,273.5,277.25,271.2,277.25,276.4,2788567,7672.41
WIPRO,30-07-2018,273.8,274,269.5,273.4,273.15,2727347,7407.86
WIPRO,27-07-2018,272,275.5,272,274,274.5,1811083,4970.13
WIPRO,26-07-2018,273.4,275.1,269.65,271,271.4,4333086,11790.77
WIPRO,25-07-2018,275,276.7,272.6,273.75,274.7,2486066,6835.4
WIPRO,24-07-2018,278.2,278.5,269.2,272.75,272.95,3459105,9453.31
WIPRO,23-07-2018,282.5,282.5,263.35,275.95,276.45,8843493,24203.16
WIPRO,20-07-2018,287.5,290.6,280.5,281.65,283,5237399,14955.66
WIPRO,19-07-2018,286,288.35,281.6,287.5,285.8,2787897,7929.37
WIPRO,18-07-2018,286,287.3,283.65,284.05,284.8,2297219,6552.01
WIPRO,17-07-2018,283,288.95,281.75,284.5,283.9,5426840,15495.22
WIPRO,16-07-2018,279.25,287,278.85,282.9,283.1,4703923,13346.98
WIPRO,13-07-2018,279.8,289.8,278.25,280.55,280.85,7734425,22002.11
WIPRO,12-07-2018,272.45,281.5,269.85,278.8,279.45,4462606,12276.12
WIPRO,11-07-2018,272.95,274.8,269.4,271.95,272.1,3958697,10785.77
WIPRO,10-07-2018,266,272.3,263.7,271.75,270.6,4965837,13358.18
WIPRO,09-07-2018,263.3,265.25,262.15,265,264.95,2187251,5776.74
WIPRO,06-07-2018,263,264.4,261.5,262.45,262.8,2842723,7474
WIPRO,05-07-2018,262.5,264.8,260.15,263.85,264.1,4677308,12330.69
WIPRO,04-07-2018,262.05,262.55,258.1,262,261.95,3834319,10012.5
WIPRO,03-07-2018,261.45,262.8,258.55,262,261.9,3934114,10278.7
WIPRO,02-07-2018,260.7,262.25,258.1,261,260.6,3770856,9821.25
WIPRO,29-06-2018,259,262.5,255,260.85,261.5,3619783,9406.5
WIPRO,28-06-2018,256.4,258.95,255.7,256.65,257.1,3904763,10040.28
WIPRO,27-06-2018,259.1,259.9,254.2,256,256.05,3198964,8216.41
WIPRO,26-06-2018,257.5,259.95,256.15,257.45,257.6,1983623,5126.92
WIPRO,25-06-2018,257.9,261.25,256,257.3,257.5,1639454,4228.16
WIPRO,22-06-2018,258.75,259.6,255,257.45,258.25,2612052,6711.47
WIPRO,21-06-2018,261,261.3,257.1,258.4,258.65,3815401,9859.74
WIPRO,20-06-2018,261.3,262.55,258.35,260,259.7,1921955,4986.74
WIPRO,19-06-2018,265.95,265.95,260.1,261.2,261,3667556,9610.58
WIPRO,18-06-2018,269,269,263.9,266,265.75,3119539,8281.57
WIPRO,15-06-2018,268.75,268.75,265,266.85,266.9,4835437,12899.59
WIPRO,14-06-2018,267.15,269.1,264.65,266.8,266.4,2336679,6230.03
WIPRO,13-06-2018,269,270,266.85,268.75,268.8,1537840,4130.77
WIPRO,12-06-2018,266.75,269.15,265.55,267,266.45,2274737,6076.61
WIPRO,11-06-2018,264.5,266.25,263.25,264.75,264.4,2077925,5498.08
WIPRO,08-06-2018,264.6,265,262.5,264,264,1884800,4979.47
WIPRO,07-06-2018,258.05,265.85,258.05,264.5,264.6,2002310,5281.66
WIPRO,06-06-2018,257.15,260.5,253.5,259.7,259.25,1904820,4923.37
WIPRO,05-06-2018,260.2,262,254,256.25,255.25,2464517,6350.6
WIPRO,04-06-2018,261.45,262.45,258.05,260.05,260.15,1583746,4127.45
WIPRO,01-06-2018,262.95,264.5,259.05,261.2,260.6,1425020,3739.5
WIPRO,31-05-2018,261.8,264.5,258,263.55,261.9,5148537,13483.13
WIPRO,30-05-2018,262.9,263.45,258.55,260.95,260.85,2924795,7628.02
WIPRO,29-05-2018,261.65,264.5,261.65,263.2,263,1788224,4710.3
WIPRO,28-05-2018,262.65,264.75,262.65,263.5,263.3,1174145,3095.25
WIPRO,25-05-2018,265,265.65,263.65,264.8,264.6,2349381,6219.97
WIPRO,24-05-2018,264.1,266,261.95,264.4,264.35,2350421,6211.47
WIPRO,23-05-2018,265.55,265.7,262.6,263.2,263.45,3525447,9315.25
WIPRO,22-05-2018,264,266.95,263.1,264.85,264.95,1487525,3937.32
WIPRO,21-05-2018,269.1,269.45,264.1,264.7,264.85,3045146,8104.72
WIPRO,18-05-2018,276.5,276.5,268.05,268.55,268.9,4816593,13079.21
WIPRO,17-05-2018,275,280.8,274.35,278.3,278.35,2606144,7242.59
WIPRO,16-05-2018,270.9,278.95,270,274.7,274.7,3155210,8673.5
WIPRO,15-05-2018,272.8,273.85,268.15,270.9,271,1688107,4587.07
WIPRO,14-05-2018,271.4,273.95,270,273,272.35,1539271,4185.24
WIPRO,11-05-2018,271.5,273.6,268.3,272.7,272.65,1525070,4134.58
WIPRO,10-05-2018,270.9,271.6,268.4,270.7,270.45,1803318,4872.59
WIPRO,09-05-2018,273,274.4,269.6,270.9,270.25,1937183,5262.95
WIPRO,08-05-2018,275.2,275.95,270,273,272.75,1957943,5332.08
WIPRO,07-05-2018,270,275.65,267.2,274.25,274.75,1974705,5397.66
WIPRO,04-05-2018,272.5,272.65,264.05,270.2,269.9,3096047,8301.07
WIPRO,03-05-2018,275,275.75,269.55,271.75,271.45,3356041,9113.06
WIPRO,02-05-2018,279,279,274.35,275.75,275.55,2383103,6568.46
WIPRO,30-04-2018,276.15,282.35,276.1,278.8,278.75,2118289,5923.16
WIPRO,27-04-2018,276.4,279.3,274.35,276.1,276.15,2444786,6760.76
WIPRO,26-04-2018,275,283,274,280.3,281.35,9581301,26713.74
WIPRO,25-04-2018,287.9,293.8,283.15,286.7,287.15,6448168,18638
WIPRO,24-04-2018,294.4,295.65,286.15,287.05,286.95,3541285,10248.33
WIPRO,23-04-2018,299.8,301,293.8,294.65,297.35,3997685,11889.77
WIPRO,20-04-2018,294.8,300,293.9,297.8,298.05,3351507,9992.54
WIPRO,19-04-2018,293,293.8,289.65,293.25,292.45,957095,2795.18
WIPRO,18-04-2018,288.2,293.8,286.5,293,292.65,2650004,7694.08
WIPRO,17-04-2018,288.1,288.8,283.3,285.25,284.75,2195268,6262.89
WIPRO,16-04-2018,289,294,287.45,289.3,289.9,2346056,6817.35
WIPRO,13-04-2018,289.5,294.95,286.85,292.95,294.15,3184290,9276.55
WIPRO,12-04-2018,286.3,290.5,285.1,288.5,286.85,2246208,6471.24
WIPRO,11-04-2018,288,289.2,283.85,286.1,285.7,1300675,3728.74
WIPRO,10-04-2018,280.6,288.4,277.75,285.85,286,4377685,12391.65
WIPRO,09-04-2018,284.7,286.05,283.25,284.5,285.05,1119910,3187.7
WIPRO,06-04-2018,286,286,283.3,284.05,283.95,675853,1921.42
WIPRO,05-04-2018,283,286.7,283,286.2,286.25,1055111,3011.16
WIPRO,04-04-2018,285,286.5,280,280.85,281.6,1634266,4622.02
WIPRO,03-04-2018,287.3,287.35,283.05,284.25,283.9,1612729,4581.01
WIPRO,02-04-2018,283.5,290.8,278.8,289.3,289.65,2453933,6972.2
WIPRO,28-03-2018,274,283.5,273,283.4,281.15,5194922,14500.97
WIPRO,27-03-2018,278.95,280.8,273.25,274.5,274.05,5339857,14708.71
WIPRO,26-03-2018,284.6,285.6,272.35,274.65,274,7029093,19306.35
WIPRO,23-03-2018,284.05,287.6,283.05,284.6,284.65,3289391,9392.16
WIPRO,22-03-2018,293.8,295,287.15,287.9,288.45,1888816,5503.27
WIPRO,21-03-2018,294.5,296.3,291.2,295.3,295.25,3143562,9246.43
WIPRO,20-03-2018,286.9,295.2,284.65,292.95,293.6,3024209,8850.92
WIPRO,19-03-2018,293.55,296.5,286.6,286.85,288.65,1486227,4333.76
WIPRO,16-03-2018,295,297.15,291.05,295,295.75,4834160,14262.57
WIPRO,15-03-2018,295.45,302,292,293.25,293.4,4942929,14682.63
WIPRO,14-03-2018,295,296.6,293,294,293.85,2080252,6122.83
WIPRO,13-03-2018,292.5,299.4,292.5,295.7,296.6,3204842,9500.7
WIPRO,12-03-2018,286.3,292,286.1,290.85,290.7,1746849,5069.98
WIPRO,09-03-2018,285,287.9,284.1,285.35,285.05,1005546,2875.6
WIPRO,08-03-2018,286.45,287.75,283.15,285,285.2,2020258,5775.99
WIPRO,07-03-2018,288.45,290.85,284.3,284.75,285.35,1825628,5253.47
WIPRO,06-03-2018,291.25,291.95,286.15,287.95,286.95,4726588,13640.54
WIPRO,05-03-2018,293.6,293.75,289.8,290.35,290.95,3748745,10933.02
WIPRO,01-03-2018,292.8,294.1,291.2,292.05,292.5,4085785,11941.13
WIPRO,28-02-2018,293,293.8,289,292.8,292.8,5146717,15042.53
WIPRO,27-02-2018,292.45,294.35,291.15,293,291.75,3925139,11473.94
WIPRO,26-02-2018,294.8,295.7,290.4,291.75,291.6,5032102,14717.34
WIPRO,23-02-2018,295.5,295.95,292.3,294,295,3667414,10788.69
WIPRO,22-02-2018,292.9,294.25,291.05,292.5,292.65,4814439,14092.41
WIPRO,21-02-2018,294,294.85,290.55,292.9,292.2,5155603,15084.85
WIPRO,20-02-2018,290,293.25,289.1,292.5,291.45,3435235,10016.94
WIPRO,19-02-2018,293,293,288.8,291.25,289.95,1657827,4815.33
WIPRO,16-02-2018,292.95,295.9,290.05,291.5,291,3078393,9027.89
WIPRO,15-02-2018,295.6,295.6,290.45,292.5,292.5,1655650,4848.07
WIPRO,14-02-2018,290,296.75,289.55,291.65,293.45,3023672,8897.76
WIPRO,12-02-2018,287.9,290.95,285.9,289.05,288.95,2520859,7286.93
WIPRO,09-02-2018,289,289,284,285.25,285,3151977,8996.16
WIPRO,08-02-2018,290.1,294.65,287.05,289.85,289.8,5297067,15428.72
WIPRO,07-02-2018,298.2,298.2,288,289.25,289.35,2498537,7263.37
WIPRO,06-02-2018,291.7,296.15,290.1,294.9,294.65,2433492,7139.85
WIPRO,05-02-2018,298,305.55,295.95,298.45,298.75,2194146,6596.58
WIPRO,02-02-2018,299.3,302.45,295.2,300.05,300.6,2517624,7538.91
WIPRO,01-02-2018,305.05,309.1,300,301.5,300.75,2202328,6689.92
WIPRO,31-01-2018,306.1,308.95,301.55,305.05,304.7,2823913,8586.8
WIPRO,30-01-2018,309.55,312.3,304.7,307.1,307.3,2279998,6996.1
WIPRO,29-01-2018,314.1,316.1,309.6,310.45,311.15,3523977,11000.03
WIPRO,25-01-2018,315.7,318,308.75,314,311.95,8298689,25946.07
WIPRO,24-01-2018,316.5,323.4,312.2,313.4,313.95,6578273,20860.92
WIPRO,23-01-2018,322.1,322.95,313.4,316.4,315.25,3230027,10221.42
WIPRO,22-01-2018,317,328.95,317,322.2,321.55,4572569,14760.1
WIPRO,19-01-2018,327,330,320.5,328.8,328.95,1608101,5245.21
WIPRO,18-01-2018,327,328.25,322.15,327,325.35,1770781,5745.7
WIPRO,17-01-2018,333,333.5,325,325.95,325.7,3042506,9961.3
WIPRO,16-01-2018,316.9,334,316,333.6,331.95,6166445,20222.48
WIPRO,15-01-2018,318.85,324.25,313.4,315.45,315,1195210,3809.23
WIPRO,12-01-2018,321,323.75,317.2,320,318.8,3162664,10100.16
WIPRO,11-01-2018,323.55,326.05,319,320.05,321.1,2116462,6831.82
WIPRO,10-01-2018,316.4,327.85,315.1,326.4,326.7,3811138,12298.66
WIPRO,09-01-2018,312.6,320,306.4,315.3,317.2,4575572,14330.25
WIPRO,08-01-2018,310,312.9,309.1,311.8,311.15,1785248,5547.76
WIPRO,05-01-2018,313,313.9,307.7,310.05,309.55,1613205,5017.51
WIPRO,04-01-2018,310.1,313,307.45,310.6,311.65,1464584,4536
WIPRO,03-01-2018,320.4,320.4,308.75,309.85,309.95,2197677,6924
WIPRO,02-01-2018,315.85,324,314.45,316.5,318.7,2874518,9160.98
WIPRO,01-01-2018,311.5,320,309.45,314.8,316.55,3350397,10601.97
WIPRO,29-12-2017,305.4,316.4,303,312,314.25,3776248,11719.75
WIPRO,28-12-2017,305.9,309.9,302.5,305.9,308,5047272,15475.48
WIPRO,27-12-2017,303.9,308,300.05,306.6,306.6,1815733,5522.55
WIPRO,26-12-2017,301.25,307,298.15,304,302.9,1855536,5601.42
WIPRO,22-12-2017,298,303.4,296.05,301.5,301.6,1758584,5281.33
WIPRO,21-12-2017,295.8,299,294.4,297,297.75,1391731,4129.26
WIPRO,20-12-2017,294.85,298.5,292.4,294.6,296.5,2655605,7835.61
WIPRO,19-12-2017,295,296.95,290.55,295.35,292.4,3818939,11200.52
WIPRO,18-12-2017,287,297.75,284.25,294.2,295.8,2583941,7530.75
WIPRO,15-12-2017,288.6,290.75,286.7,289,289.7,1849115,5347.35
WIPRO,14-12-2017,288.4,290.5,282.35,289.05,288.6,1265680,3619.21
WIPRO,13-12-2017,288.4,289.45,285.25,286,287.2,1091782,3138.03
WIPRO,12-12-2017,290.5,291.35,285.2,286.9,287.8,1242956,3575.72
WIPRO,11-12-2017,284.2,290,284.2,288.6,289.4,1547204,4450.04
WIPRO,08-12-2017,282.7,286,281.6,282.5,282.9,1816424,5159.38
WIPRO,07-12-2017,283.55,284.75,280,280.9,281.2,2524500,7121.2
WIPRO,06-12-2017,283.3,284.45,280.6,282.55,282.5,2159973,6096.96
WIPRO,05-12-2017,288.6,288.6,282.7,283,283.45,1858587,5297.47
WIPRO,04-12-2017,286.95,291.1,282.75,288.75,289.95,3296492,9485.95
WIPRO,01-12-2017,292,293.85,288.05,288.55,289.4,1428280,4155.18
WIPRO,30-11-2017,299.35,300.45,289.35,291.5,291.9,6849560,20162.52
WIPRO,29-11-2017,295,299.2,293.5,299.2,298.65,2525804,7510.76
WIPRO,28-11-2017,295,295.9,293.3,294,294.85,1503548,4430.97
WIPRO,27-11-2017,291.25,295.35,291,295.1,294.8,1048839,3074.98
WIPRO,24-11-2017,294.4,294.4,291,293.65,292.7,1608493,4697.78
WIPRO,23-11-2017,295.2,295.2,293.1,293.5,293.55,676444,1985.9
WIPRO,22-11-2017,295.7,295.7,293,294.45,294.3,1271922,3739.7
WIPRO,21-11-2017,297.15,298,293.15,294.25,294,2060394,6085.56
WIPRO,20-11-2017,295.1,296.9,292.4,295.15,294.35,1928445,5678.81
WIPRO,17-11-2017,298.2,298.85,294.5,295.65,295.15,1740080,5155.28
WIPRO,16-11-2017,298,299.15,294.7,297,297.65,1817307,5395.86
WIPRO,15-11-2017,298.5,299.75,294.1,297,296.5,1469507,4353.72
WIPRO,14-11-2017,299.8,300.15,295.45,299.4,298.5,1329646,3962.93
WIPRO,13-11-2017,300.3,304.4,298.05,298.6,298.6,777589,2337.45
WIPRO,10-11-2017,302.55,304,298.25,302.65,302.65,1580252,4772.54
WIPRO,09-11-2017,303,304.45,299.6,303.35,302.5,957389,2894.14
WIPRO,08-11-2017,303.75,306.6,301.05,302.3,302.4,1970831,5990.7
WIPRO,07-11-2017,299.85,308.75,298.25,302.3,302.25,5685446,17297.8
WIPRO,06-11-2017,293.9,301,293.45,301,299.85,1453699,4330.87
WIPRO,03-11-2017,293.75,295.85,293.6,294.4,294.55,790322,2327.47
WIPRO,02-11-2017,293.5,295.7,292.95,293.7,293.25,961626,2826.54
WIPRO,01-11-2017,296,296.65,293.05,293.8,293.55,854059,2513.95
WIPRO,31-10-2017,293.25,296.45,292.7,294.75,294.05,1082300,3183.91
WIPRO,30-10-2017,296.3,296.3,292.05,293,293.25,1428720,4189.43
WIPRO,27-10-2017,299.4,299.95,295,295.3,296.95,1229178,3647.67
WIPRO,26-10-2017,297.8,303.95,297.15,299.3,302.3,3776497,11380.5
WIPRO,25-10-2017,297.3,301.85,296,298.5,298.9,1726066,5173.38
WIPRO,24-10-2017,296.45,298.9,295.1,297,296.8,1492008,4426.7
WIPRO,23-10-2017,292.7,297.4,292.3,296.3,296.9,2799741,8238.86
WIPRO,19-10-2017,294.8,294.8,291.1,292.1,292.05,277319,810.91
WIPRO,18-10-2017,289.6,299.1,289.6,295.4,294.75,5449623,16054.83
WIPRO,17-10-2017,292,292.65,286.15,290.05,289.85,3690358,10709.34
WIPRO,16-10-2017,291.9,292.45,287.25,290.7,290.7,2601918,7538.39
WIPRO,13-10-2017,294.55,295.75,290.8,291.7,291.9,1583494,4630.68
WIPRO,12-10-2017,291,295,289.9,292.9,293.45,1728000,5057.38
WIPRO,11-10-2017,286.95,291.85,286.2,291,290.65,1917664,5551.41
WIPRO,10-10-2017,286.8,288.3,285,287.9,287,913273,2619.58
WIPRO,09-10-2017,285.95,287.3,284.55,286.95,286.8,506365,1448.59
WIPRO,06-10-2017,285,287,283.75,286.5,286.6,1493349,4273.29
WIPRO,05-10-2017,283.6,285,281.95,283.4,283.6,580154,1646.83
WIPRO,04-10-2017,282.9,286.25,281.6,282.7,282.75,875598,2485.48
WIPRO,03-10-2017,281.4,285.65,280.25,282.9,282.95,1286305,3643.81
WIPRO,29-09-2017,287.25,287.9,279.2,280.2,280.25,1588557,4496.95
WIPRO,28-09-2017,289.65,290.25,284.9,286.4,285.9,3991666,11419.39
WIPRO,27-09-2017,290.65,290.8,287.3,288.15,288.3,2288571,6604.53
WIPRO,26-09-2017,291,292.3,289.05,289.6,290.25,1552002,4504.27
WIPRO,25-09-2017,293.2,294.55,290.1,291,291.9,1342043,3919.82
WIPRO,22-09-2017,290.65,294.95,290.45,293.95,294.45,3036437,8908.42
WIPRO,21-09-2017,290.6,292.9,289.7,291.9,291.9,1857914,5412.14
WIPRO,20-09-2017,288.85,292.15,286.25,291.7,291.9,2142355,6194.57
WIPRO,19-09-2017,289.3,291.45,287.5,289,289.25,1708963,4948.87
WIPRO,18-09-2017,283.5,290,283.5,289.15,289.3,1822747,5252.04
WIPRO,15-09-2017,287,287.25,281.65,286.05,285.75,5625481,16049.85
WIPRO,14-09-2017,281.5,288.9,281.2,283.25,283.45,5813915,16491.21
WIPRO,13-09-2017,298.1,299.7,295.3,297.25,295.9,6631530,19695.46
WIPRO,12-09-2017,302.1,302.9,297.5,297.95,298.1,7841809,23452.11
WIPRO,11-09-2017,301.4,303.4,300.25,301.7,301.15,5353348,16138.93
WIPRO,08-09-2017,300,301.7,298.5,301.15,300.5,4517471,13542.8
WIPRO,07-09-2017,298,299.9,297.5,299,298.95,3341280,9985.35
WIPRO,06-09-2017,297,297.9,296.1,297.45,297.2,3091237,9180.14
WIPRO,05-09-2017,297.4,298.4,296.4,297.55,297.25,2920881,8688.89
WIPRO,04-09-2017,296.95,298,295.7,297.5,297.3,3007517,8924.9
WIPRO,01-09-2017,298,298.3,295.8,296,296.45,3200862,9499.81
WIPRO,31-08-2017,295,300.5,294.1,297.85,299.1,10344646,30812.07
WIPRO,30-08-2017,291.45,292,290.6,290.75,291.2,1837382,5355.56
WIPRO,29-08-2017,290.8,292,290.1,290.85,290.75,1759428,5116.57
WIPRO,28-08-2017,290,291.8,289.7,290.8,290.7,2143420,6231.97
WIPRO,24-08-2017,290.45,291,288.8,290,289.4,2780093,8051.93
WIPRO,23-08-2017,291.1,291.8,289.6,290,290,2333779,6773.12
WIPRO,22-08-2017,290.5,293,288.9,290.5,290.25,2714521,7900.22
WIPRO,21-08-2017,289.35,291.2,287.3,288,287.7,2855010,8250.79
WIPRO,18-08-2017,288.05,291,287.9,288.05,288.1,2980838,8625.54
WIPRO,17-08-2017,290.9,291,288,288.25,288.35,2637344,7629.09
WIPRO,16-08-2017,289.4,290.1,288,289.15,289.95,2011284,5824.4
WIPRO,14-08-2017,290.05,290.9,287.25,287.85,288.5,1609558,4644.29
